condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q002,data/images/29726.jpg,Accessories,5,"[82, 83, 84, 85, 86]","[26540, 43371, 5840, 24569, 8092, 82, 41641, 8527, 31920, 5843]",0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.1667,163.68,58.51,4.458,226.65
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q003,data/images/49660.jpg,Apparel,3,"[192, 193, 194]","[194, 16043, 11918, 32861, 21948, 7415, 36753, 6839, 22878, 2013]",1,1.0,0.2,0.1,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,163.97,58.34,4.192,226.5
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q004,data/images/58177.jpg,Accessories,1,[389],"[13439, 7242, 26073, 19723, 19726, 1760, 35138, 19727, 9241, 13440]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.69,57.92,4.425,222.04
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q005,data/images/30501.jpg,Apparel,2,"[835, 836]","[12629, 835, 29015, 35784, 26013, 15930, 34759, 30366, 29381, 40109]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.5,162.26,59.94,4.271,226.47
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q006,data/images/27210.jpg,Apparel,1,[1271],"[1271, 30831, 12474, 9734, 9733, 40293, 38210, 1553, 1552, 18643]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.06,58.14,4.083,222.27
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q007,data/images/41402.jpg,Apparel,1,[1323],"[30338, 16339, 9712, 32640, 18820, 30770, 36963, 1194, 27656, 43348]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.94,58.11,4.256,227.31
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q008,data/images/46411.jpg,Apparel,1,[1372],"[33503, 4979, 38159, 21295, 7232, 1372, 34585, 17317, 18145, 27885]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,164.89,60.09,4.318,229.3
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q009,data/images/15354.jpg,Footwear,1,[1691],"[5398, 26205, 29992, 29248, 35989, 28634, 19988, 32849, 9983, 25609]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.79,58.56,4.262,224.61
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q010,data/images/29314.jpg,Accessories,2,"[1917, 1918]","[35269, 20326, 39467, 2889, 12908, 29893, 23440, 20324, 21952, 22579]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.2,58.74,4.435,229.37
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q011,data/images/43531.jpg,Apparel,1,[2151],"[18438, 33727, 39977, 38113, 9055, 11719, 15350, 8908, 19679, 11273]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.35,60.95,4.102,226.4
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q012,data/images/34650.jpg,Footwear,1,[2163],"[31493, 13694, 35022, 16514, 23764, 37670, 14738, 19088, 16520, 16519]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.04,59.56,4.27,227.88
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q013,data/images/20054.jpg,Accessories,1,[2179],"[42170, 3340, 23692, 42324, 19770, 28964, 20427, 42581, 43648, 30662]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.92,57.78,3.995,224.7
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q014,data/images/58188.jpg,Accessories,1,[2183],"[7244, 4639, 21003, 1442, 31781, 12729, 31709, 23975, 31446, 15150]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.02,59.68,4.468,240.17
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q015,data/images/27870.jpg,Apparel,1,[2753],"[42450, 7912, 774, 17052, 25348, 28617, 12841, 7946, 9055, 26424]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.68,57.65,4.274,225.6
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q016,data/images/49674.jpg,Accessories,4,"[2890, 2891, 2892, 2893]","[40992, 13181, 13178, 5668, 2893, 36648, 5551, 21861, 17499, 37517]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.2,162.73,59.45,4.168,226.35
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q017,data/images/27209.jpg,Apparel,2,"[2992, 2993]","[2993, 27391, 41896, 42219, 16854, 16853, 16852, 39798, 18133, 18131]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,165.47,58.14,4.559,228.17
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q018,data/images/47734.jpg,Accessories,4,"[3124, 3125, 3126, 3127]","[37683, 23950, 23079, 23077, 12626, 20756, 29850, 32368, 3760, 36807]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.32,59.01,4.417,230.75
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q019,data/images/33995.jpg,Apparel,6,"[3202, 3203, 3204, 3205, 3206, 3207]","[17559, 41776, 18039, 15494, 13646, 19394, 15169, 22306, 42671, 13411]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.84,60.62,4.264,225.72
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q020,data/images/46878.jpg,Accessories,4,"[3376, 3373, 3374, 3375]","[12643, 32407, 13611, 3449, 13915, 4778, 14011, 3373, 13914, 32408]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.125,165.02,59.5,4.321,228.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q021,data/images/27693.jpg,Accessories,3,"[3729, 3730, 3731]","[3781, 3640, 30001, 18880, 5357, 26532, 12101, 6945, 26496, 18403]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.16,61.61,4.455,232.22
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q022,data/images/32162.jpg,Accessories,1,[4613],"[10064, 20189, 17137, 18442, 29181, 39367, 15012, 19717, 7270, 7337]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.48,64.91,4.299,234.69
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q023,data/images/51255.jpg,Accessories,2,"[4981, 4982]","[29491, 16743, 16744, 22412, 7938, 4692, 4982, 11437, 8575, 29623]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,163.73,58.23,4.183,226.14
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q024,data/images/52884.jpg,Apparel,1,[5033],"[13660, 27185, 10514, 28170, 23116, 38614, 39844, 20675, 16224, 33424]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.41,61.75,4.31,229.47
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q025,data/images/57991.jpg,Apparel,5,"[5280, 5281, 5277, 5278, 5279]","[39137, 5280, 20474, 10128, 12801, 10298, 23548, 33186, 22453, 37146]",1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,1.0,1.0,0.5,168.29,61.77,4.436,234.49
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q026,data/images/25914.jpg,Apparel,1,[5554],"[41598, 36844, 41754, 34282, 23885, 9378, 14257, 34564, 43956, 24307]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.34,61.75,3.988,226.08
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q027,data/images/39745.jpg,Apparel,1,[5683],"[5683, 21583, 21578, 21576, 8934, 41952, 9575, 4385, 4384, 37415]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.96,60.14,4.263,233.36
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q028,data/images/12130.jpg,Apparel,1,[5947],"[42203, 4675, 16815, 7804, 8309, 7801, 4672, 15805, 21160, 17099]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.42,58.98,4.435,226.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q029,data/images/48511.jpg,Apparel,5,"[6216, 6217, 6218, 6219, 6220]","[33219, 16389, 10425, 17439, 30285, 13036, 2825, 6220, 42684, 19022]",0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.125,161.62,57.98,4.386,223.99
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q030,data/images/16538.jpg,Apparel,13,"[6308, 6309, 6310, 6311, 6312, 6313, 6314, 6315, 6316, 6317, 6318, 6319, 6320]","[35013, 7206, 23988, 32433, 9468, 31166, 31539, 41388, 7392, 36846]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.43,59.75,4.188,228.36
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q031,data/images/14808.jpg,Accessories,4,"[6404, 6405, 6406, 6407]","[21538, 23913, 31261, 5518, 23923, 1761, 6406, 37339, 2401, 11607]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1429,161.74,59.55,4.326,225.62
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q032,data/images/29607.jpg,Apparel,6,"[6578, 6579, 6580, 6581, 6582, 6583]","[6582, 6579, 1751, 1750, 13426, 10394, 22624, 4946, 10205, 10204]",2,1.0,0.4,0.2,0.1667,0.3333,0.3333,1.0,1.0,1.0,1.0,164.44,59.13,4.186,227.75
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q033,data/images/54580.jpg,Apparel,2,"[6672, 6673]","[32437, 1308, 10737, 15511, 6779, 37007, 29987, 10814, 36567, 10506]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.01,61.23,4.297,226.54
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q034,data/images/14096.jpg,Apparel,1,[6740],"[39810, 25637, 13506, 18276, 1150, 43241, 5958, 29745, 27936, 946]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.61,62.21,4.181,230.0
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q035,data/images/10457.jpg,Apparel,1,[6747],"[27120, 10978, 27174, 8456, 39333, 36207, 26568, 10547, 36610, 30650]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.1,60.98,4.171,236.25
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q036,data/images/27999.jpg,Apparel,1,[7054],"[30762, 7054, 15061, 34253, 15062, 11816, 36019, 22636, 30761, 23501]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,161.3,59.84,4.292,225.43
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q037,data/images/47207.jpg,Footwear,2,"[7320, 7319]","[11786, 16237, 19261, 11782, 23112, 40898, 19612, 7320, 11789, 11522]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.125,169.81,57.57,4.422,231.8
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q038,data/images/42239.jpg,Apparel,2,"[7416, 7415]","[22693, 38859, 1195, 8956, 34940, 9741, 15527, 7806, 40205, 13240]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.59,58.67,4.174,226.43
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q039,data/images/12996.jpg,Footwear,1,[7543],"[37575, 40075, 13716, 39217, 15797, 2874, 23054, 11187, 17338, 37763]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.37,60.34,4.386,229.1
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q040,data/images/54382.jpg,Accessories,4,"[7900, 7901, 7902, 7903]","[15503, 12005, 5038, 15509, 31709, 34986, 9229, 42007, 39483, 717]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.61,59.31,4.374,230.3
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q041,data/images/39717.jpg,Apparel,2,"[7953, 7954]","[37506, 30402, 16245, 43218, 8150, 32171, 10826, 6839, 31147, 2368]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.58,59.45,4.264,232.3
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q042,data/images/23837.jpg,Footwear,1,[8268],"[8268, 33190, 34584, 36879, 16026, 33289, 5950, 5536, 33772, 16763]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.21,60.04,4.262,237.51
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q043,data/images/33602.jpg,Accessories,2,"[8395, 8396]","[5985, 19761, 5209, 4343, 4344, 16087, 13432, 24498, 27969, 11368]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.91,58.24,4.138,234.29
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q044,data/images/31723.jpg,Accessories,1,[8464],"[8464, 12434, 25505, 679, 10218, 20539, 25502, 25501, 583, 14881]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.43,61.66,4.204,226.29
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q045,data/images/33074.jpg,Apparel,1,[8478],"[39740, 40505, 15997, 21689, 26306, 28960, 32467, 24518, 11794, 12523]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.88,60.52,4.408,235.81
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q046,data/images/42663.jpg,Apparel,2,"[8928, 8927]","[4387, 26655, 40626, 6756, 4388, 14728, 8928, 15699, 24944, 30417]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,161.58,58.71,4.68,224.97
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q047,data/images/17644.jpg,Footwear,1,[9286],"[18802, 11590, 25079, 26692, 37366, 41886, 3430, 40549, 27600, 17468]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.58,62.78,4.315,235.67
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q048,data/images/50946.jpg,Apparel,2,"[9334, 9335]","[9335, 27507, 5479, 11108, 9334, 27508, 12700, 28928, 31635, 26600]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,165.94,57.81,4.338,228.09
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q049,data/images/30610.jpg,Apparel,6,"[9428, 9429, 9430, 9431, 9432, 9433]","[29172, 25023, 9429, 38386, 9430, 21756, 36964, 26956, 36605, 20225]",2,0.0,0.4,0.2,0.0,0.3333,0.3333,0.0,1.0,1.0,0.3333,159.7,62.79,3.964,226.46
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q050,data/images/25118.jpg,Accessories,1,[9614],"[9614, 17485, 36768, 6262, 9081, 28029, 3718, 31164, 21867, 27013]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.77,59.58,4.216,228.57
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q051,data/images/35208.jpg,Accessories,7,"[9847, 9848, 9849, 9850, 9851, 9852, 9853]","[9466, 9851, 40209, 24820, 21949, 19003, 5594, 12074, 35562, 36461]",1,0.0,0.2,0.1,0.0,0.1429,0.1429,0.0,1.0,1.0,0.5,166.29,58.38,4.431,229.1
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q052,data/images/7869.jpg,Footwear,7,"[10336, 10337, 10331, 10332, 10333, 10334, 10335]","[2127, 10334, 4300, 26542, 6282, 10335, 37810, 3803, 12759, 19024]",1,0.0,0.2,0.2,0.0,0.1429,0.2857,0.0,1.0,1.0,0.5,167.85,58.01,4.104,229.97
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q053,data/images/29608.jpg,Apparel,4,"[10392, 10393, 10394, 10395]","[10394, 10395, 10393, 10205, 10204, 13426, 2296, 12049, 41023, 25466]",3,1.0,0.6,0.3,0.25,0.75,0.75,1.0,1.0,1.0,1.0,160.58,60.57,4.205,225.35
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q054,data/images/35465.jpg,Footwear,1,[10749],"[12757, 23699, 20239, 34448, 31956, 13851, 13856, 13853, 30014, 38430]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.89,58.64,4.316,237.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q055,data/images/5721.jpg,Apparel,1,[10778],"[17628, 22842, 28541, 29204, 14805, 1867, 35566, 11005, 35691, 12707]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.41,60.82,4.208,225.44
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q056,data/images/22594.jpg,Apparel,1,[10836],"[4623, 26853, 17545, 8613, 38387, 16210, 34146, 8614, 5933, 22067]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.38,59.26,4.336,226.98
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q057,data/images/53002.jpg,Apparel,4,"[11129, 11130, 11131, 11132]","[18686, 31721, 10157, 8866, 16463, 39683, 11129, 13123, 18835, 33424]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1429,161.6,59.87,4.315,225.79
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q058,data/images/29467.jpg,Accessories,3,"[11180, 11181, 11182]","[41051, 11855, 14599, 7369, 18631, 24088, 11182, 29174, 11181, 29567]",0,0.0,0.0,0.2,0.0,0.0,0.6667,0.0,0.0,1.0,0.1429,161.71,60.21,4.509,226.43
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q059,data/images/40258.jpg,Apparel,1,[11262],"[11262, 41874, 43899, 41670, 27180, 10767, 37008, 21416, 35624, 11313]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.39,57.83,4.651,226.87
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q060,data/images/36446.jpg,Footwear,1,[11286],"[11286, 29316, 2155, 24275, 5399, 687, 22373, 41441, 25327, 7504]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,162.02,59.83,4.179,226.02
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q061,data/images/22404.jpg,Apparel,1,[11402],"[37171, 12987, 12985, 15731, 11402, 21179, 4704, 10841, 8771, 4018]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,165.3,59.1,4.685,229.09
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q062,data/images/15569.jpg,Footwear,1,[11427],"[23100, 25128, 36668, 37631, 4197, 6252, 3267, 34338, 2212, 2207]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.87,58.35,4.293,238.52
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q063,data/images/17512.jpg,Apparel,1,[11563],"[24546, 8919, 16735, 16783, 15669, 41508, 43550, 8922, 16782, 9015]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.6,60.09,4.343,227.03
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q064,data/images/44408.jpg,Footwear,1,[11720],"[14243, 28031, 43724, 5399, 32088, 34592, 38658, 32425, 27806, 31807]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.6,58.04,4.306,226.95
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q065,data/images/16888.jpg,Accessories,4,"[11890, 11891, 11892, 11893]","[11892, 20542, 6267, 6275, 6276, 24158, 11195, 24652, 21384, 24195]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,177.62,59.45,4.183,241.25
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q066,data/images/45949.jpg,Apparel,1,[12094],"[4660, 41088, 2151, 11468, 27605, 2248, 9510, 18625, 11719, 17044]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.53,61.68,4.423,235.63
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q067,data/images/29837.jpg,Apparel,1,[12152],"[36143, 10687, 39012, 32433, 7390, 38910, 9468, 27254, 7392, 19607]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.55,60.36,4.14,225.05
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q068,data/images/12238.jpg,Apparel,2,"[12508, 12509]","[11924, 36147, 10742, 27198, 43512, 25082, 5366, 9016, 27335, 18276]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.07,57.75,4.415,227.24
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q069,data/images/11084.jpg,Apparel,11,"[12544, 12545, 12535, 12536, 12537, 12538, 12539, 12540, 12541, 12542, 12543]","[12538, 22502, 33680, 21793, 13941, 21792, 26174, 11596, 42025, 4271]",1,1.0,0.2,0.1,0.0909,0.0909,0.0909,1.0,1.0,1.0,1.0,160.99,63.19,4.437,228.62
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q070,data/images/35409.jpg,Footwear,7,"[12757, 12758, 12759, 12760, 12761, 12762, 12763]","[122, 12757, 27142, 3810, 12870, 6098, 34215, 32092, 12761, 13849]",1,0.0,0.2,0.2,0.0,0.1429,0.2857,0.0,1.0,1.0,0.5,160.08,59.89,4.109,224.08
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q071,data/images/15000.jpg,Apparel,1,[12780],"[28218, 27092, 10652, 21137, 32642, 33389, 10659, 10653, 1788, 12780]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,166.17,58.65,4.198,229.02
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q072,data/images/53043.jpg,Apparel,3,"[12848, 12846, 12847]","[10157, 37777, 1851, 16463, 4069, 13563, 10807, 41091, 34141, 21046]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.67,60.5,4.352,236.52
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q073,data/images/39035.jpg,Accessories,5,"[13195, 13196, 13197, 13198, 13199]","[11986, 16187, 16193, 33570, 11985, 14755, 16881, 11981, 467, 14250]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.81,58.08,4.254,229.14
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q074,data/images/16824.jpg,Apparel,4,"[13300, 13301, 13302, 13303]","[34755, 15812, 39980, 33582, 19904, 35174, 8178, 34821, 12673, 13303]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1,161.87,63.93,4.198,229.99
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q075,data/images/53878.jpg,Footwear,2,"[13521, 13522]","[8860, 6677, 32829, 32401, 1860, 9116, 9115, 30387, 13113, 7969]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.13,60.03,4.426,227.59
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q076,data/images/59919.jpg,Apparel,1,[13802],"[13802, 12801, 22958, 42019, 12793, 34855, 12794, 40892, 25450, 12755]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.73,59.55,4.317,227.6
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q077,data/images/16807.jpg,Apparel,12,"[13931, 13932, 13933, 13934, 13935, 13936, 13937, 13938, 13939, 13940, 13941, 13942]","[13940, 26175, 13937, 30406, 32780, 16903, 4721, 23489, 18277, 13934]",2,1.0,0.4,0.3,0.0833,0.1667,0.25,1.0,1.0,1.0,1.0,166.67,60.09,4.249,231.01
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q078,data/images/17787.jpg,Accessories,4,"[14000, 14001, 14002, 14003]","[22577, 14003, 14002, 10035, 14438, 12058, 3446, 33260, 10029, 21750]",2,0.0,0.4,0.2,0.0,0.5,0.5,0.0,1.0,1.0,0.5,173.36,64.71,4.139,242.22
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q079,data/images/59917.jpg,Apparel,2,"[14236, 14237]","[16834, 35461, 33559, 32646, 13802, 12794, 42891, 18495, 6910, 12801]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.02,60.68,4.379,228.08
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q080,data/images/12485.jpg,Footwear,1,[14261],"[23505, 33370, 38075, 9366, 7586, 8691, 26652, 18885, 28297, 39621]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.63,59.0,4.023,226.66
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q081,data/images/32846.jpg,Footwear,1,[14308],"[23978, 14754, 17299, 38669, 36668, 38172, 19030, 8237, 18281, 28258]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.06,70.25,4.318,267.62
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q082,data/images/22068.jpg,Apparel,2,"[14421, 14422]","[11359, 38772, 14127, 40216, 31211, 17524, 40244, 13067, 18881, 19892]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.01,62.25,4.315,236.58
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q083,data/images/25465.jpg,Footwear,1,[14606],"[12065, 21995, 17150, 26055, 30340, 32643, 9723, 22955, 40816, 14606]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,164.71,61.39,4.313,230.42
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q084,data/images/19059.jpg,Apparel,1,[14641],"[22159, 15169, 14974, 39048, 14641, 14006, 22946, 28854, 18039, 7406]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.2,170.97,68.14,4.166,243.28
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q085,data/images/26476.jpg,Apparel,2,"[14774, 14775]","[1455, 10580, 17407, 12814, 12805, 35026, 5205, 14714, 6870, 5921]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.1,57.76,4.275,234.13
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q086,data/images/12040.jpg,Apparel,3,"[14833, 14834, 14835]","[36653, 19526, 14835, 36149, 3928, 36654, 23955, 1951, 15258, 14833]",1,0.0,0.2,0.2,0.0,0.3333,0.6667,0.0,1.0,1.0,0.3333,182.49,59.81,4.306,246.61
